Date,Open,High,Close,Low
"2010-01-03 17:00:00",5.7931,5.7942,5.7804,5.7800
"2010-01-03 18:00:00",5.7820,5.7871,5.7859,5.7807
"2010-01-03 19:00:00",5.7864,5.7960,5.7941,5.7844
"2010-01-03 20:00:00",5.7942,5.8077,5.8026,5.7957
"2010-01-03 21:00:00",5.8030,5.8030,5.7915,5.7914
"2010-01-03 22:00:00",5.7932,5.8018,5.7962,5.7920
"2010-01-03 23:00:00",5.7966,5.7974,5.7952,5.7918
"2010-01-04 00:00:00",5.7950,5.7960,5.7876,5.7855
"2010-01-04 01:00:00",5.7884,5.7973,5.7900,5.7831
"2010-01-04 02:00:00",5.7896,5.7981,5.7721,5.7719
"2010-01-04 03:00:00",5.7744,5.7774,5.7656,5.7601
"2010-01-04 04:00:00",5.7656,5.7656,5.7405,5.7409
"2010-01-04 05:00:00",5.7406,5.7497,5.7451,5.7407
"2010-01-04 06:00:00",5.7479,5.7479,5.7325,5.7313
"2010-01-04 07:00:00",5.7371,5.7393,5.7298,5.7267
"2010-01-04 08:00:00",5.7319,5.7328,5.6924,5.6899
"2010-01-04 09:00:00",5.6920,5.6946,5.6910,5.6775
"2010-01-04 10:00:00",5.6941,5.7077,5.6954,5.6863
"2010-01-04 11:00:00",5.7009,5.7137,5.7129,5.6971
"2010-01-04 12:00:00",5.7132,5.7173,5.7066,5.7067
"2010-01-04 13:00:00",5.7074,5.7115,5.7099,5.7024
"2010-01-04 14:00:00",5.7102,5.7126,5.7101,5.7035
"2010-01-04 15:00:00",5.7130,5.7140,5.7096,5.7057
"2010-01-04 16:00:00",5.7099,5.7132,5.7092,5.7076
"2010-01-04 17:00:00",5.7098,5.7106,5.7084,5.7059
"2010-01-04 18:00:00",5.7107,5.7116,5.7037,5.7040
"2010-01-04 19:00:00",5.7044,5.7079,5.7045,5.6982
"2010-01-04 20:00:00",5.7054,5.7075,5.7053,5.7008
"2010-01-04 21:00:00",5.7054,5.7106,5.7071,5.7052
"2010-01-04 22:00:00",5.7072,5.7079,5.7042,5.7028
"2010-01-04 23:00:00",5.7037,5.7065,5.7002,5.6949
"2010-01-05 00:00:00",5.7019,5.7061,5.6856,5.6841
"2010-01-05 01:00:00",5.6863,5.6957,5.6794,5.6798
"2010-01-05 02:00:00",5.6802,5.6924,5.6904,5.6779
"2010-01-05 03:00:00",5.6905,5.7081,5.7035,5.6883
"2010-01-05 04:00:00",5.7037,5.7051,5.6952,5.6924
"2010-01-05 05:00:00",5.6945,5.7029,5.7007,5.6934
"2010-01-05 06:00:00",5.7006,5.7086,5.6981,5.6965
"2010-01-05 07:00:00",5.6988,5.6996,5.6865,5.6830
"2010-01-05 08:00:00",5.6877,5.6948,5.6900,5.6849
"2010-01-05 09:00:00",5.6922,5.7172,5.7014,5.6932
"2010-01-05 10:00:00",5.7016,5.7056,5.6944,5.6876
"2010-01-05 11:00:00",5.6940,5.7073,5.6990,5.6922
"2010-01-05 12:00:00",5.6992,5.7082,5.7051,5.6977
"2010-01-05 13:00:00",5.7051,5.7249,5.7148,5.7057
"2010-01-05 14:00:00",5.7158,5.7212,5.7130,5.7131
"2010-01-05 15:00:00",5.7133,5.7163,5.7134,5.7113
"2010-01-05 16:00:00",5.7136,5.7148,5.7140,5.7111
"2010-01-05 17:00:00",5.7134,5.7184,5.7177,5.7121
"2010-01-05 18:00:00",5.7176,5.7226,5.7156,5.7139
"2010-01-05 19:00:00",5.7155,5.7267,5.7213,5.7150
"2010-01-05 20:00:00",5.7215,5.7239,5.7133,5.7133
"2010-01-05 21:00:00",5.7133,5.7235,5.7150,5.7134
"2010-01-05 22:00:00",5.7160,5.7185,5.7161,5.7136
"2010-01-05 23:00:00",5.7160,5.7171,5.7161,5.7132
"2010-01-06 00:00:00",5.7175,5.7203,5.7162,5.7158
"2010-01-06 01:00:00",5.7168,5.7522,5.7391,5.7157
"2010-01-06 02:00:00",5.7390,5.7510,5.7264,5.7268
"2010-01-06 03:00:00",5.7277,5.7291,5.7129,5.7129
"2010-01-06 04:00:00",5.7128,5.7143,5.7011,5.7010
"2010-01-06 05:00:00",5.7035,5.7160,5.7038,5.7030
"2010-01-06 06:00:00",5.7040,5.7197,5.7161,5.7054
"2010-01-06 07:00:00",5.7166,5.7207,5.7141,5.7141
"2010-01-06 08:00:00",5.7144,5.7150,5.7011,5.6958
"2010-01-06 09:00:00",5.7019,5.7106,5.7063,5.6998
"2010-01-06 10:00:00",5.7064,5.7071,5.6904,5.6904
"2010-01-06 11:00:00",5.6910,5.6939,5.6819,5.6772
"2010-01-06 12:00:00",5.6816,5.6862,5.6783,5.6787
"2010-01-06 13:00:00",5.6788,5.6872,5.6801,5.6794
"2010-01-06 14:00:00",5.6802,5.6802,5.6619,5.6566
"2010-01-06 15:00:00",5.6645,5.6684,5.6632,5.6629
"2010-01-06 16:00:00",5.6628,5.6649,5.6625,5.6605
"2010-01-06 17:00:00",5.6640,5.6710,5.6673,5.6596
"2010-01-06 18:00:00",5.6674,5.6705,5.6674,5.6653
"2010-01-06 19:00:00",5.6674,5.6679,5.6570,5.6502
"2010-01-06 20:00:00",5.6570,5.6615,5.6562,5.6562
"2010-01-06 21:00:00",5.6570,5.6750,5.6720,5.6570
"2010-01-06 22:00:00",5.6722,5.6759,5.6725,5.6667
"2010-01-06 23:00:00",5.6728,5.6760,5.6745,5.6647
"2010-01-07 00:00:00",5.6753,5.6843,5.6817,5.6735
"2010-01-07 01:00:00",5.6828,5.6995,5.6932,5.6813
"2010-01-07 02:00:00",5.6939,5.6987,5.6884,5.6889
"2010-01-07 03:00:00",5.6893,5.7008,5.6996,5.6830
"2010-01-07 04:00:00",5.7001,5.7004,5.6984,5.6882
"2010-01-07 05:00:00",5.6988,5.7207,5.7140,5.6980
"2010-01-07 06:00:00",5.7135,5.7231,5.7164,5.7125
"2010-01-07 07:00:00",5.7187,5.7255,5.7197,5.7102
"2010-01-07 08:00:00",5.7200,5.7318,5.7077,5.7080
"2010-01-07 09:00:00",5.7083,5.7166,5.7139,5.7011
"2010-01-07 10:00:00",5.7153,5.7181,5.7050,5.7058
"2010-01-07 11:00:00",5.7059,5.7202,5.7126,5.7044
"2010-01-07 12:00:00",5.7136,5.7136,5.7080,5.7049
"2010-01-07 13:00:00",5.7080,5.7169,5.7150,5.7091
"2010-01-07 14:00:00",5.7162,5.7173,5.7077,5.7081
"2010-01-07 15:00:00",5.7079,5.7166,5.7044,5.7052
"2010-01-07 16:00:00",5.7069,5.7115,5.7102,5.7066
