Date,Open,High,Close,Low
"2019-01-01 18:00:00",10692.6000,10707.4000,10689.8000,10681.6000
"2019-01-01 19:00:00",10692.0000,10713.7000,10675.9000,10673.9000
"2019-01-01 20:00:00",10675.9000,10675.9000,10571.4000,10572.4000
"2019-01-01 21:00:00",10572.2000,10572.2000,10515.7000,10491.7000
"2019-01-01 22:00:00",10516.9000,10518.2000,10514.9000,10497.4000
"2019-01-01 23:00:00",10518.2000,10518.7000,10485.2000,10474.9000
"2019-01-02 00:00:00",10484.9000,10497.7000,10468.2000,10469.2000
"2019-01-02 01:00:00",10470.9000,10512.9000,10501.9000,10471.7000
"2019-01-02 02:00:00",10504.2000,10517.7000,10501.2000,10475.7000
"2019-01-02 03:00:00",10512.9000,10513.9000,10418.7000,10388.4000
"2019-01-02 04:00:00",10433.9000,10519.2000,10504.4000,10426.2000
"2019-01-02 05:00:00",10504.4000,10540.4000,10524.2000,10498.9000
"2019-01-02 06:00:00",10524.9000,10559.4000,10528.9000,10519.4000
"2019-01-02 07:00:00",10532.2000,10562.4000,10531.7000,10530.9000
"2019-01-02 08:00:00",10532.9000,10547.2000,10480.7000,10481.1000
"2019-01-02 09:00:00",10480.9000,10556.9000,10550.4000,10481.4000
"2019-01-02 10:00:00",10551.2000,10594.4000,10576.7000,10540.6000
"2019-01-02 11:00:00",10576.9000,10612.7000,10577.4000,10570.9000
"2019-01-02 12:00:00",10577.4000,10612.9000,10606.4000,10570.7000
"2019-01-02 13:00:00",10607.4000,10639.2000,10629.9000,10609.4000
"2019-01-02 14:00:00",10638.2000,10638.4000,10618.7000,10609.9000
"2019-01-02 15:00:00",10619.7000,10634.7000,10619.7000,10599.9000
"2019-01-02 16:00:00",10636.7000,10640.0000,10632.3000,10632.3000
"2019-01-02 18:00:00",10523.8000,10536.8000,10510.0000,10495.7000
"2019-01-02 19:00:00",10511.1000,10559.9000,10519.2000,10513.3000
"2019-01-02 20:00:00",10524.7000,10543.4000,10539.4000,10514.4000
"2019-01-02 21:00:00",10542.4000,10548.2000,10513.9000,10515.2000
"2019-01-02 22:00:00",10515.2000,10538.2000,10532.4000,10501.9000
"2019-01-02 23:00:00",10533.4000,10533.9000,10522.4000,10505.4000
"2019-01-03 00:00:00",10522.7000,10524.7000,10498.9000,10487.4000
"2019-01-03 01:00:00",10498.9000,10505.2000,10489.2000,10471.2000
"2019-01-03 02:00:00",10490.2000,10528.2000,10475.7000,10476.2000
"2019-01-03 03:00:00",10476.4000,10532.9000,10482.9000,10467.2000
"2019-01-03 04:00:00",10485.7000,10539.4000,10475.2000,10477.4000
"2019-01-03 05:00:00",10477.2000,10478.7000,10451.9000,10439.7000
"2019-01-03 06:00:00",10451.7000,10459.2000,10425.9000,10401.7000
"2019-01-03 07:00:00",10427.4000,10464.7000,10461.2000,10424.9000
"2019-01-03 08:00:00",10464.2000,10488.7000,10480.4000,10461.7000
"2019-01-03 09:00:00",10482.4000,10510.2000,10490.4000,10477.4000
"2019-01-03 10:00:00",10489.9000,10489.9000,10428.9000,10407.9000
"2019-01-03 11:00:00",10432.7000,10478.4000,10457.2000,10416.9000
"2019-01-03 12:00:00",10460.2000,10463.4000,10455.4000,10426.9000
"2019-01-03 13:00:00",10455.4000,10457.4000,10421.9000,10422.4000
"2019-01-03 14:00:00",10429.4000,10448.4000,10423.7000,10424.4000
"2019-01-03 15:00:00",10424.4000,10441.4000,10419.2000,10417.9000
"2019-01-03 16:00:00",10420.9000,10436.3000,10414.0000,10406.6000
"2019-01-03 18:00:00",10435.5000,10452.1000,10422.4000,10422.4000
"2019-01-03 19:00:00",10423.5000,10432.3000,10401.4000,10399.4000
"2019-01-03 20:00:00",10403.4000,10445.9000,10434.2000,10402.7000
"2019-01-03 21:00:00",10434.2000,10476.4000,10470.4000,10425.9000
